order_date,reqn,description_mesh,ross_code,qty,shipment_date_week_request,shipping_terms,balance_outstanding,shpd_wk,qty_1,shpd_wk_1,qty_2,shpd_wk_2,qty_3,shpd_wk_3,qty_4,ordered_by,planned_shipping_date,acknowledged_by,destination_port,crosscheck_by_eug,go_nogo,special_requirements,additional_comments
2025-03-27,Jennmar USA,Bright Wire 8GA A 1064,1RM0800,88.8,WK20,FOB,-0.9000000000000057,18,89.7,,,,,,,RIchard,wk 18,Lew,FOB PK,,,37 coils of 2400 Kg each,
2025-03-27,Jennmar USA,Bright Wire 6GA A1064,1RM0600,160.8,WK22,FOB,0.0,24,160.8,,,,,,,RIchard,wk 24,Lew,FOB PK,P - 5451-5459 - 160.8T - 13/6/25,,67 coils of 2400 Kg each,
2025-03-27,Jennmar USA,Galv Wire 6GA A1064,1RM0600G,165.6,WK24,FOB,0.0,24,165.6,,,,,,,RIchard,wk 24,Lew,FOB PK,P - 5459 - 5467 - 165.6T - 13/6/25,,69 coils of 2400 Kg each,
2025-03-27,Jennmar USA,"FLOKS 39mm - 72"" Galv",3FL112G00072,51000.0,WK24,CIP Seattle,51000.0,,,,,,,,,RIchard,,Lew,Seattle,S - 5187 - 5100p - 18.4.25,,5100 FLOKS per container - 10 containers,
2025-03-28,PER2302,R500L5.0Coils,CW500L5,24.0,ASAP,CIF,0.0,16,24.0,,,,,,,Ryan,wk 16,Lew,Fremantle,F - 5223 - 48p - 10/4/25,,,
2025-04-01,ADE,IMG5H-44-4524,CCP45241010056G,2200.0,WK18/19,CIF,0.0,18,2200.0,,,,,,,Richard,WK 18,Lew,Adelaide,A- 5288/5289/5290/5291 - 2200p - 29/4/25,,,
2025-04-01,ADE,IMB5-44-4024,CC402410105,700.0,WK17,CIF,0.0,18,700.0,,,,,,,Richard,wk 17,Lew,Adelaide,A-5292-700p-29/4/25,,,
2025-04-01,BNE,IMG5H-44-4524,CCP45241010056G,2200.0,WK18,CIF,0.0,16,800.0,17,300.0,18,550.0,20,550.0,Richard,wk 18,Lew,Brisbane,B- 5231/5232/5245/5298/5342 - 1650+550pp-13/5/25,,,
2025-04-01,BNE,IMB5-44-5014-JNA,CC5014101005,1400.0,WK19,CIF,3.0,19,1397.0,,,,,,,Richard,wk 19,Lew,Brisbane,B-5308/5309/5310 - 1397p - 8/5/25,,,
2025-04-01,BNE,IMB5-46-5016-JNA,SMB5016151005S,1800.0,WK16,CIF,-4.0,17,1804.0,,,,,,,Richard,wk 17,Lew,Brisbane,B-5242-45 - 1804p - 17.4.25,,,
2025-04-02,TAS,IMB4-44-4814-CCC,SMF4814101004,1440.0,WK16/17,CIF,0.0,17,1440.0,,,,,,,Richard,wk 17,Lew,Tasmania,T - 5252/53 / 1440p - 21/4/25,,Please ship not later than wk 17,
2025-04-03,BNE,IMB5-44-5716,SMF5716101005,9720.0,WK19 & 22,CIF,0.0,19,2160.0,20,1620.0,21/25,2160.0,26/28,3780.0,Richard,Wk 19/20 - 4860 / wk 25/26,Lew,Brisbane,B - 5305/5306/5307/5322+(5336-41)+(5377-78)+5481/5483+5514-5118+5563/5564 - 2160p+1620p+1080p+1080p+2700p+1080p - 9/7/25,,Ship 4860 Wk19 & 4860 Wk 22,
2025-04-03,BNE,IMG5-44-5716,SMF5716101005G,4320.0,WK19 & 22,CIF,0.0,22,2160.0,24,2160.0,,,,,Richard,,,Brisbane,B - 5405-5408+5445-5448  - 2160+2160 - 10/6/25,,Ship 2160 Wk19 & 2160 Wk 22,
2025-04-03,BNE,IMB3H-44-2420-DCLA,SMF2420101003,4000.0,WK17,CIF,0.0,18,3600.0,19,200.0,31,200.0,,,Richard,wk 17,Lew,Brisbane,B- 5295/5296/5297/5308 +5621- 3600+200p+200p - 7/8/25,,,
2025-04-03,BNE,IMG3H-44-2417-DQL,SMF3H24171010G,2000.0,WK19,CIF,0.0,24,2000.0,,,,,,,Richard,Delayed to wk 24,Lew,Brisbane,B - 5450 - 2000p- 10/6/25,,,
2025-04-04,PER2303,R500L5.6Coils,CW500L5.6,72.0,ASAP,CIF,0.0,19,24.0,20,48.0,,,,,Ryan,wk 17/18/20,Lew,Fremantle,F-5319/5320/5331/5332/5333/5334 - 72p-20/5/25,,,
2025-04-08,PER2304,R500L6.0Coils,CW500L6,24.0,ASAP,CIF,0.0,16,24.0,,,,,,,Ryan,Wk 16,Lew,Fremantle,F - 5226 - 24p - 19/5/25,,,
2025-04-08,ADE,IMB4H-44-5024,SMB4H50241010,1200.0,WK19,CIF,0.0,20,600.0,27,600.0,,,,,Richard,wk 20 / 27,Lew,Adelaide,A- 5324+5528 - 600p+600p -3/7/25,,,
2025-04-08,ADE,IMB4H-44-5024,SMB4H50241010,2400.0,WK22,CIF,-600.0,27,3000.0,,,,,,,Richard,Delayed to wk 27,Lew,Adelaide,A - 5529-5532 - 3000p - 3/7/25,,,
2025-04-08,PER2305,R500L6.0Coils,CW500L6,72.0,ASAP,CIF,0.0,22,24.0,23,48.0,,,,,Ryan,wk 22/23,Lew,Fremantle,F - 5398/5420/5421/5422/5423 - 72p - 5/6/25,,,
2025-04-16,BNE,IMGX4H4-44-4811-JUL,GXB481110100VG,40.0,ASAP,CIF,0.0,18,40.0,,,,,,,Richard,wk 18,Lew,Brisbane,B - 5286 - 40p - 25/4/25,,Urgent - Trials to run with Gx mesh,
2025-04-22,PER2306,R500L5.0Coils,CW500L5,24.0,ASAP,CIF,0.0,18,24.0,,,,,,,Ryan,wk 18,Lew,Fremantle,F - 5294- 24p - 30/4/25,,,
2025-04-23,SEA,IMG5H-44-4524,CCP45241010056G,3300.0,WK28,FOB,0.0,27,3300.0,,,,,,,Richard,Wk 26/27,Lew,Seattle,S - 5543/5548 - 3300p - 3/7/25,                                                                                                    ,O/# W50 2083676,
2025-04-23,SEA,IMG5H-44-4524,CCP45241010056G,3300.0,WK30,FOB,0.0,30,3300.0,,,,,,,Richard,WK 29,Lew,Seattle,S - 5594/5595/5596/5597/5598/5599 - 3300p - 21/7/25,                                                                                                    ,O/# W50 2083677,
2025-04-23,SEA,IMG5H-44-4524,CCP45241010056G,3300.0,WK33,FOB,0.0,31,3300.0,,,,,,,Richard,WK 31,Lew,Seattle,S - 5514/5515/5516/5517/5518/5519 - 3300p - 28/7/25,                                                                                                    ,O/# W50 2083678,
2025-04-23,SEA,IMG5H-44-4524,CCP45241010056G,3300.0,WK35,FOB,0.0,36,3300.0,,,,,,,Richard,wk 36/37,Lew,Seattle,S - 5721/5722/5723/5724/5725/5726 - 3300p - 9/9/25,                                                                                                    ,O/# W50 2083679,
2025-04-23,SEA,IMG5H-44-4524,CCP45241010056G,3300.0,WK37,FOB,0.0,38,3300.0,,,,,,,Richard,wk 37,Lew,Seattle,S - 5755/5756/5757/5758/5759/5760/5761 - 3300p - 22/9/25,                                                                                                    ,O/# W50 2083680,
2025-04-23,SEA,IMG5H-44-4524,CCP45241010056G,3300.0,WK39,FOB,3300.0,,,,,,,,,Richard,wk 38,Lew,Seattle,Sep Delivery,                                                                                                    ,O/# W50 2083681,
2025-04-24,BNE,IMG5H-44-4524,CCP45241010056G,3300.0,WK20/21,CIF,0.0,20,1650.0,21,1650.0,,,,,Richard,wk 20/21,Lew,Brisbane,B - 5342/5343/5344/5366/5367/5368 1650p+1650p - 19/5/25,,,
2025-04-24,BNE,IMB45-66-5117-JEN,SMB5118151505,2160.0,WK22,CIF,0.0,22,2160.0,,,,,,,Richard,wk 22,Lew,Brisbane,B - 5383/5384/5385/5386 - 2160p - 27/5/25,,,
2025-04-24,BNE,IMB45-66-5111-JEN2,SMB5112151504,2160.0,WK22,CIF,0.0,22,2160.0,,,,,,,Richard,wk 22,Lew,Brisbane,B-5380/5381/5382 - 2160p - 27/5/25 ,,,
2025-04-24,BNE,IMB5-46-5016-JNA,SMB5016151005S,1200.0,WK23,CIF,0.0,29,1144.0,29,56.0,,,,,Richard,Delayed to Wk 29,Lew,Brisbane,B - 5590/5591/5588 - 1144p+110p - 18/7/25,,,
2025-04-24,BNE,IMG5H-44-4824,CCP48241010056G,1500.0,WK22,CIF,0.0,21,1500.0,,,,,,,Richard,wk 21,Lew,Brisbane,B - 5369/5370/5371 - 1500p - 20/5/25,,,
2025-04-24,BNE,IMB3H-44-2420-DCLA,SMF2420101003,4000.0,WK22,CIF,0.0,22,3200.0,24,800.0,,,,,Richard,Wk 23,Lew,Brisbane,B - 5404+5450 - 3200p+800p - 10/6/25,,,
2025-04-24,FRE,D500L9.5-Spools,D500L09.5SP,24.0,WK19,CIF,0.0,22,24.0,,,,,,,Richard,Delayed to Wk 22,Lew,Fremantle,F- 5401-24p - 28/5/25,,,
2025-04-24,FRE,D500L7.6-Spools,D500L07.6SP,48.0,WK19,CIF,0.0,22,48.0,,,,,,,Richard,Delayed to Wk 22,Lew,Fremantle,F- 5402/5403-48p - 28/5/25,,,
2025-04-24,FRE,D500L6.0-Spools,D500L06.0SP,48.0,WK19,CIF,0.0,25,48.0,,,,,,,Richard,Delayed to Wk 25/26,Lew,Fremantle,F- 5498/5499 / 48p - 20/6/25,,,
2025-04-24,FRE,IMG5H-44-3612,SMF36121010056G,500.0,WK19,CIF,0.0,21,500.0,,,,,,,Ryan,,,Fremantle,F-5365 - 500p - 22/5/25,,,
2025-04-24,BNE,IMB45-46-5414-JCR,SMB54141015045,40.0,WK20,CIF,0.0,19,40.0,,,,,,,Richard,wk 20,Lew,Brisbane,B-5308-40p-8/5/25,,,
2025-04-24,BNE,IMB45-46-4814-JCR,SMB48141015045,20.0,WK20,CIF,0.0,19,20.0,,,,,,,Richard,wk 20,Lew,Brisbane,B-5308-20p-8/5/25,,,
2025-04-29,ADE,IMB5-44-4524,SMF4524101005,1000.0,WK18/19,CIF,3.0,20,997.0,,,,,,,Richard,wk 20,Lew,Adelaide,A-5327/5328 - 997p - 13/5/25,,,
2025-04-29,ADE,IMG5H-44-4024,CCP40241010056G,2400.0,WK20,CIF,0.0,20,1800.0,21,600.0,,,,,Richard,wk 20,Lew,Adelaide,A- 5323/5325/5326+5354 - 1800p+600p - 20/5/25,,,
2025-04-29,BNE,IMG3H-44-2417-DQL,SMF3H24171010G,18000.0,WK23,CIF,200.0,24,3200.0,25,200.0,28,14400.0,,,Richard,wk 25/26/27,Lew,Brisbane,B - 5450/5449+5479+5521+(5558-5562) - 200+3200p+200p+12800p+1600p(5562)- 9/7/25,,,
2025-04-29,BNE,IMB5-44-5716,SMF5716101005,540.0,WK19 & 22,CIF,0.0,24,540.0,,,,,,,Richard,wk 25,Lew,Brisbane,B - 5480 - 540p - 18/6/25,,Changed to IMB (Black),
2025-04-30,BNE,IMG5H-44-4824,CCP48241010056G,1000.0,WK24,CIF,0.0,25,1000.0,,,,,,,Richard,wk 25,Lew,Brisbane,B - 5484/5485 - 1000p - 18/6/25,,,
2025-05-01,BNE,6MBW8,6MBW8,10.0,Wk24,CIF,0.0,37,9.0,42,1.0,,,,,Ryan,Delayed to Wk 29,Lew,Brisbane,B - 5740/5816 - 9p+1p - 19/10/25,,10 tons,
2025-05-01,BNE,6MBW6,6MBW6,5.0,Wk24,CIF,0.0,26,5.0,,,,,,,Ryan,wk 26,Lew,Brisbane,,,5 tons,
2025-05-01,FRE,R500L5.0Coils,CW500L5,48.0,ASAP,CIF,0.0,22,48.0,,,,,,,Richard,wk 22,Lew,Fremantle,F - 5399/5400 48p - 5/6/25,,,
2025-05-02,TAS,IMB4-44-4814-CCC,SMF4814101004,1440.0,WK20/21,CIF,0.0,22,1440.0,,,,,,,Richard,Wk 22,Lew,Tasmania,T - 5390/5391 - 1440p - 28/5/25,,,
2025-05-06,FRE,COILGW6.3,COILGW6.3,24.0,ASAP,CIF,0.0,23,24.0,,,,,,,Ryan,Wk 23,Lew,Fremantle,F - 5425 - 24p - 5/6/25,,,
2025-05-07,FRE,R500L5.0Coils,CW500L5,48.0,ASAP,CIF,0.0,23,24.0,24,24.0,,,,,Ryan,wk 23/24,Lew,Fremantle,F - 5426+5430/5433 - 24p+24p - 13/6/25,,,
2025-05-07,FRE,R500L4.0-Coils,CW500L4,48.0,Wk21,CIF,0.0,25,48.0,,,,,,,Ryan,wk 25,Lew,Fremantle,F - 5476/5477 - 48p-13/6/25,,,
2025-05-09,BNE,IMB5-64-5113-JMOL,SMB5113515105S,2464.0,Wk20/21,CIF,0.0,20,1232.0,21,1232.0,,,,,Richard,wk 24,Lew,Brisbane,B - 5338/5339/5375/5376 - 2464p - 19/5/25,,,Repalce with IMLG5-64-5113
2025-05-09,BNE,IMB5-64-5113-JMOL,SMB5113515105S,3696.0,WK24,CIF,0.0,25,1232.0,26,2464.0,,,,,Richard,Wk 25/26,Lew,Brisbane,B - 5500/5501 +5510-5513- 1232p+2464p - 24/6/25,,,Repalce with IMLG5-64-5113
2025-05-13,BNE,IMB5-44-5014-JNA,CC5014101005,1848.0,WK23,CIF,0.0,24,1848.0,,,,,,,Richard,WK 24,Lew,Brisbane,B - 5436/5437/5438 - 1848p - 10/6/25,,,
2025-05-13,BNE,IMB5-46-5016-JNA,SMB5016151005S,1200.0,WK23,CIF,2.0,29,1144.0,29,54.0,,,,,Richard,Delayed to Wk 29,Lew,Brisbane,B - 5591/5592 - 1144p - 15/7/25,,,
2025-05-13,BNE,IMB45-66-5111-JEN2,SMB5112151504,1080.0,WK26,CIF,0.0,29,1080.0,,,,,,,Richard,Delayed to Wk 29,Lew,Brisbane,B - 5587/5588 - 1080p - 15/7/25,,,
2025-05-13,BNE,IMB45-66-5117-JEN,SMB5118151505,2160.0,WK24,CIF,0.0,30,2160.0,,,,,,,Richard,Delayed to Wk 30,Lew,Brisbane,B - 5606/5607/5608/5609 - 2160p - 21/7/25,,,
2025-05-13,BNE,IMG5H-44-4824,CCP48241010056G,1500.0,WK23,CIF,0.0,22,1500.0,,,,,,,Richard,wk 22,Lew,Brisbane,B - 5387/5388/5389 - 1500p - 27/5/25,,,
2025-05-13,BNE,IMG5H-44-4524,CCP45241010056G,1650.0,WK23,CIF,0.0,24,1650.0,,,,,,,Richard,WK 24,Lew,Brisbane,B - 5439/5440/5441 - 1650p - 10/6/25,,,
2025-05-13,BNE,IMG5H-44-4524,CCP45241010056G,1650.0,WK24,CIF,0.0,24,1650.0,,,,,,,Richard,WK 24,Lew,Brisbane,B - 5442/5443/5444 - 1650p - 10/6/25,,,
2025-05-13,BNE,IMG5H-44-4524,CCP45241010056G,1650.0,WK25,CIF,0.0,26,1650.0,,,,,,,Richard,Delayed to Wk 29,Lew,Brisbane,B - 5519/5520/5521 - 1650p - 30/6/25,,,
2025-05-13,BNE,IMB5-44-5414-JEN,SMB5414101005C,2400.0,WK24,CIF,45.0,31,2355.0,,,,,,,Richard,Delayed to wl 31,Lew,Brisbane,B - 5623/5624/5625/5626 - 2355p - 7/8/25,,,
2025-05-13,BNE,IMB5-44-4814-JCR,SMB4814101005C,1600.0,WK22,CIF,-80.0,25,1200.0,26,480.0,,,,,Richard,WK 25,Lew,Brisbane,B - 5478/5479/5523 - 1200p+480p - 1/7/25,,URGENT,
