CC,Vendor,PO #,Vendor Ref,Order Date,PO Line,Seq,Required Date,WH,Part Code,Part Desc,UOM,Order Qty,Accepted Qty,Outstanding Qty
70,JAVN0162,254035,.,2025-11-03 00:00:00,2,1,2025-12-22 00:00:00,NF,JTWIM2407T,Torque indicator washer Torque ind washer M24,EA,12000,0,12000
70,JAVN0162,254178,-,2025-11-10 00:00:00,3,1,2025-12-02 00:00:00, ,SJV30301242C,VOLCANO PLATE 300X300X12MM 42MM HOLE ROUND CORNERS HIGH TENSILE STEEL,EA,2000,1639,361
70,JAVN0162,254535,-,2025-12-01 00:00:00,1,1,2026-01-30 00:00:00,NF,JV20201055GI,Volcano plate 200x200x10mm w/55mm Hole Grt Indicator hol  ,EA,1000,0,1000
70,JAVN0217,253231,.,2025-09-17 00:00:00,1,1,2025-09-25 00:00:00, ,7SUPPPAINT,Paint Supplies  ,EA,480,384,96
70,JAVN0217,254578,.,2025-12-03 00:00:00,1,1,2025-12-11 00:00:00, ,7SUPPPAINT,Paint Supplies  ,EA,10,4,6
70,JAVN0220,253416,.,2025-09-29 00:00:00,1,1,2025-10-06 00:00:00, ,7RPRMTCECRAN,Repair & Maint Cranes  ,EA,1,0,1
70,JAVN0220,254555,.,2025-12-02 00:00:00,1,1,2025-12-10 00:00:00, ,7RPRMTCECRAN,Repair & Maint Cranes  ,EA,1,0,1
70,JAVN0260,254866,.,2025-12-15 00:00:00,1,1,2025-12-23 00:00:00,NF,TKDA631,Complete Tensioner Unit - 31MM  ,EA,1,0,1
70,JAVN0316,251673,.,2025-06-19 00:00:00,6,1,2025-07-01 00:00:00, ,7CONSPINNUT,Consumables - Pinnut  ,EA,26,0,26
70,JAVN0316,251673,.,2025-06-19 00:00:00,7,1,2025-07-01 00:00:00, ,7CONSPINNUT,Consumables - Pinnut  ,EA,26,0,26
70,JAVN0316,251673,.,2025-06-19 00:00:00,8,1,2025-07-01 00:00:00, ,7CONSPINNUT,Consumables - Pinnut  ,EA,26,0,26
70,JAVN0316,251673,.,2025-06-19 00:00:00,9,1,2025-07-01 00:00:00, ,7CONSPINNUT,Consumables - Pinnut  ,EA,26,0,26
70,JAVN0316,251673,.,2025-06-19 00:00:00,10,1,2025-07-01 00:00:00, ,7CONSPINNUT,Consumables - Pinnut  ,EA,26,0,26
70,JAVN0316,251673,.,2025-06-19 00:00:00,11,1,2025-07-01 00:00:00, ,7CONSPINNUT,Consumables - Pinnut  ,EA,26,0,26
70,JAVN0316,251673,.,2025-06-19 00:00:00,12,1,2025-07-01 00:00:00, ,7CONSPINNUT,Consumables - Pinnut  ,EA,26,0,26
70,JAVN0316,251674,.,2025-06-19 00:00:00,7,1,2025-07-01 00:00:00, ,7CONSPINNUT,Consumables - Pinnut  ,EA,17,0,17
70,JAVN0316,251674,.,2025-06-19 00:00:00,8,1,2025-07-01 00:00:00, ,7CONSPINNUT,Consumables - Pinnut  ,EA,17,0,17
70,JAVN0316,251674,.,2025-06-19 00:00:00,9,1,2025-07-01 00:00:00, ,7CONSPINNUT,Consumables - Pinnut  ,EA,17,0,17
70,JAVN0316,251674,.,2025-06-19 00:00:00,10,1,2025-07-01 00:00:00, ,7CONSPINNUT,Consumables - Pinnut  ,EA,17,0,17
70,JAVN0316,251674,.,2025-06-19 00:00:00,11,1,2025-07-01 00:00:00, ,7CONSPINNUT,Consumables - Pinnut  ,EA,17,0,17
70,JAVN0316,251674,.,2025-06-19 00:00:00,12,1,2025-07-01 00:00:00, ,7CONSPINNUT,Consumables - Pinnut  ,EA,17,0,17
70,JAVN0317,251989,-,2025-07-07 00:00:00,1,1,2025-07-07 00:00:00, ,7FORKHIRE,Forklift Hire  ,EA,1,0,1
70,JAVN0317,252020,-,2025-07-08 00:00:00,1,1,2025-07-16 00:00:00, ,7RPRMTCEFORK,Rep & Mtce - Forklift  ,EA,1,0,1
70,JAVN0317,252271,.,2025-07-23 00:00:00,1,1,2025-07-31 00:00:00, ,7FORKHIRE,Forklift Hire  ,EA,1,0,1
70,JAVN0317,254877,.,2025-12-16 00:00:00,1,1,2025-12-24 00:00:00, ,7FORKHIRE,Forklift Hire  ,EA,1,0,1
70,JAVN0317,254877,.,2025-12-16 00:00:00,2,1,2025-12-24 00:00:00, ,7FRTIN,Freight In  ,EA,1,0,1
70,JAVN0349,254648,.,2025-12-07 00:00:00,1,1,2025-12-15 00:00:00, ,7RPRMTCEPLATEPR,Repair & Maintenance Plate Press  ,EA,1,0,1
70,JAVN0349,254864,.,2025-12-15 00:00:00,1,1,2025-12-23 00:00:00, ,7RPRMTCEASSYTAB,R&M Assembly Tables  ,EA,1,0,1
70,JAVN0349,254900,.,2025-12-18 00:00:00,1,1,2025-12-22 00:00:00, ,7RPRMTCEASSYTAB,R&M Assembly Tables  ,EA,1,0,1
70,JAVN0362,253342,.,2025-09-24 00:00:00,1,1,2025-09-26 00:00:00, ,7R&D,RESEARCH & DEVELOPMENT  ,EA,1,0,1
70,JAVN0362,253417,Jermey - Blanket,2025-09-29 00:00:00,1,1,2025-12-31 00:00:00, ,ABLUTION BLOCK,,EA,4,2,2
70,JAVN0362,253499,.,2025-10-02 00:00:00,1,1,2025-10-10 00:00:00, ,7R&D,RESEARCH & DEVELOPMENT  ,EA,1,0,1
70,JAVN0362,253499,.,2025-10-02 00:00:00,2,1,2025-10-10 00:00:00, ,7FRTIN,Freight In  ,EA,1,0,1
70,JAVN0362,253500,.,2025-10-02 00:00:00,1,1,2025-10-10 00:00:00, ,7R&D,RESEARCH & DEVELOPMENT  ,EA,1,0,1
70,JAVN0362,253500,.,2025-10-02 00:00:00,2,1,2025-10-10 00:00:00, ,7FRTIN,Freight In  ,EA,1,0,1
70,JAVN0362,253501,Scott B - Blanket,2025-10-02 00:00:00,1,1,2025-12-31 00:00:00, ,7RPRMTCE,Repair & Maintenance  ,EA,3,1,2
70,JAVN0385,254658,.,2025-12-07 00:00:00,1,1,2025-12-15 00:00:00,NF,MTPF144100,Mastatex Non-Woven Handy Roll 4M X 100M  ,EA,2,0,2
70,JAVN0386,253061,.,2025-09-08 00:00:00,1,1,2025-09-16 00:00:00, ,7RPRMTCECOMP,Repair & Maint Compressor  ,EA,1,0,1
70,JAVN0386,254599,.,2025-12-04 00:00:00,1,1,2025-12-05 00:00:00, ,7RPRMTCECOMP,Repair & Maint Compressor  ,EA,1,0,1
70,JAVN0412,254875,.,2025-12-16 00:00:00,1,1,2026-05-01 00:00:00,NT,CLDP6R,"Roll Pin, 16mm, Red  ",EA,300000,0,300000
70,JAVN0579,253083,.,2025-09-09 00:00:00,1,1,2025-09-17 00:00:00, ,7CLEANINGGA,Cleaning G&A  ,EA,1,0,1
70,JAVN0579,253083,.,2025-09-09 00:00:00,2,1,2025-09-17 00:00:00, ,7CLEANINGGA,Cleaning G&A  ,EA,1,0,1
70,JAVN0604,252953,.,2025-09-02 00:00:00,1,1,2025-09-10 00:00:00, ,7RPRMTCEPEEL,Repair & Maint PEELER  ,EA,1,0,1
70,JAVN0622,254637,.,2025-12-04 00:00:00,1,1,2025-12-12 00:00:00,NE,PALLETSTDNSW,Wooden pallet 1165 x 1165  ,EA,400,200,200
70,JAVN0622,254637,.,2025-12-04 00:00:00,2,1,2025-12-12 00:00:00, ,7FRTIN,Freight In  ,EA,2,1,1
70,JAVN0643,250449,-,2025-04-10 00:00:00,1,1,2025-04-14 00:00:00,NF,CS200X4MM,Coil 200X4MM Grade HA3P  ,TONN,24,0,24
70,JAVN0643,250961,-,2025-05-11 00:00:00,1,1,2025-05-13 00:00:00,NF,CS150X5MMX,Coil 5x150mm XTRAFORM 400SF,TONN,24,0,24
70,JAVN0643,251556,-,2025-06-12 00:00:00,1,1,2025-06-20 00:00:00,NF,CS107.5X3.2MM,Coil 107.5X3.2MM HA350  ,TONN,150,25.35,124.65
70,JAVN0643,251609,-,2025-06-16 00:00:00,1,1,2025-06-18 00:00:00,NF,CS290X18MM,Coil 290x1.8mm HA350  ,TONN,24,20.49,3.51
70,JAVN0643,251650,-,2025-06-19 00:00:00,1,1,2025-06-30 00:00:00,NF,CS107.5X3.2MM,Coil 107.5X3.2MM HA350  ,TONN,200,125.93,74.07
70,JAVN0643,252604,-,2025-08-12 00:00:00,1,1,2025-08-15 00:00:00,NF,CS200X4MM,Coil 200X4MM Grade HA3P  ,TONN,24,17.21,6.79
70,JAVN0643,252672,-,2025-08-17 00:00:00,1,1,2025-08-19 00:00:00,NF,CS200X4MM,Coil 200X4MM Grade HA3P  ,TONN,24,19.69,4.31
70,JAVN0643,253019,-,2025-09-07 00:00:00,3,1,2025-09-15 00:00:00,NF,FLAT20012,Flat Plate 200*12*6M HA250,TONN,24,22.385,1.615
70,JAVN0643,253681,-,2025-10-14 00:00:00,1,1,2025-10-17 00:00:00,NF,CS200X4MM,Coil 200X4MM Grade HA3P  ,TONN,16,10.79,5.21
70,JAVN0643,253799,-,2025-10-21 00:00:00,2,1,2025-10-24 00:00:00,NF,CS290X18MM,Coil 290x1.8mm HA350  ,TONN,24,11.74,12.26
70,JAVN0643,253985,-,2025-10-30 00:00:00,1,1,2025-11-03 00:00:00,NF,CS200X4MM,Coil 200X4MM Grade HA3P  ,TONN,24,16.226,7.774
70,JAVN0643,254266,-,2025-11-13 00:00:00,1,1,2025-11-19 00:00:00,NF,CS83X2.3MM,Coil 83mm x 2.3mm Grade AB4124,TONN,41,0,41
70,JAVN0643,254530,-,2025-12-01 00:00:00,2,1,2025-12-30 00:00:00,NF,CS107.5X3.2MM,Coil 107.5X3.2MM HA350  ,TONN,250,54.74,195.26
70,JAVN0643,254715,-,2025-12-09 00:00:00,1,1,2025-12-10 00:00:00,NF,CS107.5X3.2MM,Coil 107.5X3.2MM HA350  ,TONN,24,19.51,4.49
70,JAVN0643,254883,-,2025-12-17 00:00:00,1,1,2026-01-05 00:00:00,NF,CS200X4MM,Coil 200X4MM Grade HA3P  ,TONN,24,0,24
70,JAVN0645,252997,.,2025-09-04 00:00:00,1,1,2025-09-11 00:00:00, ,7PRODTESTS,Product Testing Exp  ,EA,3,1,2
70,JAVN0645,254756,.,2025-12-10 00:00:00,1,1,2025-12-18 00:00:00, ,7PRODTESTS,Product Testing Exp  ,EA,1,0,1
70,JAVN0645,254906,.,2025-12-18 00:00:00,1,1,2026-01-12 00:00:00, ,7PRODTESTS,Product Testing Exp  ,EA,1,0,1
70,JAVN0704,254564,.,2025-12-02 00:00:00,1,1,2025-12-24 00:00:00,NF,JFBT3802538AF,Falcon Bolt Drilling Dolly T38F x 38AF  250mm Long  ,EA,10,0,10
70,JAVN0704,254574,.,2025-12-03 00:00:00,1,1,2025-12-25 00:00:00,NF,BUSHES73,73MM BOLTING BUSHES  ,EA,20,0,20
70,JAVN0704,254881,.,2025-12-16 00:00:00,1,1,2026-01-12 00:00:00,NF,JDO6200260TWH,DOLLIE 25SQ DRIVE 260MM LONG TO SUIT SUPERSTRAND WITH THROUGH WATER HOLE,EA,70,0,70
70,JAVN0738,254275,.,2025-11-16 00:00:00,1,1,2025-11-24 00:00:00, ,7RPRBAND,Repair & Mtce - Bandsaw  ,EA,1,0,1
70,JAVN0738,254275,.,2025-11-16 00:00:00,2,1,2025-11-24 00:00:00, ,7FRTIN,Freight In  ,EA,1,0,1
70,JAVN0741,254737,.,2025-12-10 00:00:00,1,1,2026-01-12 00:00:00,NF,MEKM28XC,M28 MILWAUKIE BATTERY RECHARGEABLE  ,EA,30,0,30
70,JAVN0741,254764,.,2025-12-10 00:00:00,1,1,2025-12-18 00:00:00,NF,RACH302,ENERPAC 30T X 50MM STROKE ALUMINUM HOLLOW PLUNGER HYDRAULIC CYLINDER,EA,5,0,5
70,JAVN0804,254769,.,2025-12-11 00:00:00,1,1,2025-12-19 00:00:00,NF,T45WIL90036AF,DOLLIE T45 X 36AF 900MM Long Wilco  ,EA,10,0,10
70,JAVN0820,254448,-,2025-11-26 00:00:00,1,1,2025-12-18 00:00:00, ,7REPRESINCONT,REPAIR RESIN CONTAINER  ,EA,1,0,1
70,JAVN0820,254448,-,2025-11-26 00:00:00,2,1,2025-12-18 00:00:00, ,7REPRESINCONT,REPAIR RESIN CONTAINER  ,EA,1,0,1
70,JAVN0820,254766,.,2025-12-11 00:00:00,1,1,2025-12-18 00:00:00,NF,ROLLERTRACK2750,2750 MDG24 60P ROLLER TRACK 2750MM LONG X 546MM INSIDE FRAME (606MM WIDE O/ALL),EA,2,0,2
70,JAVN0820,254766,.,2025-12-11 00:00:00,2,1,2025-12-18 00:00:00, ,7FRTIN,Freight In  ,EA,1,0,1
70,JAVN0959,254892,.,2025-12-17 00:00:00,1,1,2025-12-22 00:00:00, ,7CONSPLATEPR,Consumables Plate Press  ,EA,1,0,1
70,JAVN1026,253852,.,2025-10-23 00:00:00,1,1,2025-10-31 00:00:00, ,7SAFETY,Misc Safety Supplies  ,EA,1,0,1
70,JAVN1026,253852,.,2025-10-23 00:00:00,2,1,2025-10-31 00:00:00, ,7SAFETY,Misc Safety Supplies  ,EA,1,0,1
70,JAVN1026,253852,.,2025-10-23 00:00:00,3,1,2025-10-31 00:00:00, ,7FRTIN,Freight In  ,EA,1,0,1
70,JAVN1026,254656,-,2025-12-07 00:00:00,1,1,2025-12-15 00:00:00, ,7ABSORBANT,Oil Absorbant  ,EA,20,0,20
70,JAVN1032,254760,-,2025-12-10 00:00:00,3,1,2025-12-25 00:00:00,NF,JLD120025XFS55,"J-LOK DUAL 1200X25MM X-FAST/SLOW 50:50 RATIO RESIN - 20 CAPSULES/BOX, 840/PALLET (42 BOXES)",EA,2520,0,2520
70,JAVN1032,254760,-,2025-12-10 00:00:00,4,1,2025-12-25 00:00:00,NF,JLPCATALYSTIBC,J-LOK P PUMPABLE CATALYST 1:1 RATIO W/W APPROX. 800 LITRE / 1400KG IBC,EA,2,0,2
70,JAVN1032,254798,.,2025-12-11 00:00:00,1,1,2026-01-05 00:00:00,NF,JGS50025SF,"J-LOK G SINGLE 500X25MM S-FAST RESIN - 35 CAPSULES/BOX, 1,680/PALLET (48 BOXES)",EA,33600,0,33600
70,JAVN1032,254817,-,2025-12-14 00:00:00,4,1,2025-12-29 00:00:00,NF,JLD120025XFS55,"J-LOK DUAL 1200X25MM X-FAST/SLOW 50:50 RATIO RESIN - 20 CAPSULES/BOX, 840/PALLET (42 BOXES)",EA,840,0,840
70,JAVN1032,254860,.,2025-12-15 00:00:00,1,1,2026-01-06 00:00:00,NF,JLS50026S,"J-LOK SINGLE 500X26MM SLOW RESIN - 30 CAPSULES/BOX, 1,440/PALLET (48 BOXES)",EA,420,0,420
70,JAVN1032,254861,-,2025-12-15 00:00:00,1,1,2026-01-05 00:00:00,NF,JL5D100025SFS55,"J-LOK 5* DUAL 1000X25MM S-FAST/SLOW 50:50 RATIO RESIN - 25 CAPSULES/BOX, 900/PALLET (36 BOXES)",EA,9900,1800,8100
70,JAVN1032,254861,-,2025-12-15 00:00:00,2,1,2026-01-05 00:00:00,NF,JL5D88025XFS55,"J-LOK 5* DUAL 880X25MM X-FAST/SLOW 50:50 RATIO RESIN - 25 CAPSULES/BOX, 900/PALLET (36 BOXES)",EA,10800,0,10800
70,JAVN1032,254862,.,2025-12-15 00:00:00,1,1,2026-01-06 00:00:00,NF,JLD100025FS55,"J-LOK DUAL 1000X25MM FAST/SLOW 50:50 RATIO RESIN - 25 CAPSULES/BOX, 1,050/PALLET (42 BOXES)",EA,10500,0,10500
70,JAVN1032,254862,.,2025-12-15 00:00:00,3,1,2026-01-06 00:00:00,NF,STSA12002555,"J-LOK SPIN2STALL 1200MM X 25MM TYPE A 50:50 RATIO RESIN - 20 CAPSULES/BOX, 840/PALLET (42 BOXES)",EA,16800,0,16800
70,JAVN1032,254862,.,2025-12-15 00:00:00,6,1,2026-01-06 00:00:00,NF,H165032MXXS37RN,"J-LOK H TWIN 1650X32MM MED/XX SLOW 30:70 RATIO RET RESIN - 8 CAPSULES/BOX, 336/PALLET (42 BOXES)",EA,1344,0,1344
70,JAVN1032,254878,-,2025-12-16 00:00:00,1,1,2026-01-12 00:00:00,NF,JL5T120025S,"J-LOK 5* TENDON CABLE 1200X25MM SLOW RESIN - 20 CAPSULES/BOX, 840/PALLET (42 BOXES)",EA,840,0,840
70,JAVN1032,254878,-,2025-12-16 00:00:00,3,1,2026-01-12 00:00:00,NF,JLS44025F,"J-LOK SINGLE 440X25MM FAST RESIN - 40 CAPSULES/BOX, 2240/PALLET",EA,2240,0,2240
70,JAVN1032,254878,-,2025-12-16 00:00:00,4,1,2026-01-12 00:00:00,NF,STSA11002555,"J-LOK SPIN2STALL 1100MM X 25MM TYPE A 50:50 RATIO RESIN - 20 CAPSULES/BOX, 840/PALLET (42 BOXES)",EA,3360,0,3360
70,JAVN1032,254884,.,2025-12-17 00:00:00,1,1,2026-01-06 00:00:00,NF,JLS44025S,"J-LOK SINGLE 440X25MM SLOW RESIN - 40 CAPSULES/BOX, 2,240/PALLET (56 BOXES)",EA,580,0,580
70,JAVN1032,254891,-,2025-12-17 00:00:00,1,1,2026-01-12 00:00:00,NF,JL5S44025F,"J-LOK 5* SINGLE 440X25MM FAST RESIN - 40 CAPSULES/BOX, 1,920/PALLET (48 BOXES)",EA,1920,0,1920
70,JAVN1032,254904,.,2025-12-18 00:00:00,1,1,2026-01-05 00:00:00,NF,JLD100025FS55,"J-LOK DUAL 1000X25MM FAST/SLOW 50:50 RATIO RESIN - 25 CAPSULES/BOX, 1,050/PALLET (42 BOXES)",EA,6300,0,6300
70,JAVN1035,254903,.,2025-12-18 00:00:00,1,1,2026-01-05 00:00:00, ,7CONSTHREAD,Consumables - Threader  ,EA,2,0,2
70,JAVN1035,254903,.,2025-12-18 00:00:00,2,1,2026-01-05 00:00:00, ,7CONSTHREAD,Consumables - Threader  ,EA,1,0,1
70,JAVN1049,251972,-,2025-07-06 00:00:00,1,1,2025-07-28 00:00:00, ,7RPRMTCEPROP,Repair & Maint Property  ,EA,1,0,1
70,JAVN1049,254565,.,2025-12-02 00:00:00,1,1,2025-12-10 00:00:00, ,7RPRMTCEPROP,Repair & Maint Property  ,EA,1,0,1
70,JAVN1084,251885,.,2025-07-01 00:00:00,1,1,2025-07-09 00:00:00, ,7RPRMTCEPRDIE,Repair & Mtce Press Dies  ,EA,1,0,1
70,JAVN1084,251885,.,2025-07-01 00:00:00,2,1,2025-07-09 00:00:00, ,7FRTIN,Freight In  ,EA,1,0,1
70,JAVN1157,254733,.,2025-12-09 00:00:00,1,1,2025-12-17 00:00:00,AW,SMF4524101005,MESH Mine 4.5M X 2.4M 100X100 APT 5.0MM WIRE  ,EA,650,0,650
70,JAVN1195,254552,.,2025-12-02 00:00:00,1,1,2025-12-17 00:00:00,ND,SMB561605GCD,MESH ROOF 5.6X1.6M 100X100 APT 5MM WIRE GAL  ,EA,3000,0,3000
70,JAVN1244,253841,.,2025-10-22 00:00:00,1,1,2025-10-30 00:00:00, ,7CONSPINNUT,Consumables - Pinnut  ,EA,1,0,1
70,JAVN1259,252484,.,2025-08-06 00:00:00,1,1,2025-08-14 00:00:00, ,7RPRMTCEPLATEPR,Repair & Maintenance Plate Press  ,EA,1,0,1
70,JAVN1259,254405,-,2025-11-24 00:00:00,2,1,2025-12-23 00:00:00, ,7CIP2570GAL061,Robotic FL Crimp GAL061,EA,1,0,1
70,JAVN1259,254405,-,2025-11-24 00:00:00,3,1,2025-12-23 00:00:00, ,7CIP2570GAL061,Robotic FL Crimp GAL061,EA,1,0,1
70,JAVN1261,254601,.,2025-12-04 00:00:00,1,1,2025-12-12 00:00:00, ,7RPRMTCESHEAR,Repair & Mtce Shearing  ,EA,1,0,1
70,JAVN1261,254605,.,2025-12-04 00:00:00,1,1,2025-12-12 00:00:00, ,7CONSCABLECUT,Consumable Cable cutter  ,EA,1,0,1
70,JAVN1261,254606,.,2025-12-04 00:00:00,1,1,2025-12-12 00:00:00, ,7CONSFLWELD,Consumables Weld Fric Loks  ,EA,16,0,16
70,JAVN1261,254902,.,2025-12-18 00:00:00,1,1,2026-01-05 00:00:00, ,7CONSFLWELD,Consumables Weld Fric Loks  ,EA,14,0,14
70,JAVN1261,254902,.,2025-12-18 00:00:00,2,1,2026-01-05 00:00:00, ,7CONSFLWELD,Consumables Weld Fric Loks  ,EA,12,0,12
70,JAVN1262,253878,.,2025-10-23 00:00:00,1,1,2025-11-28 00:00:00, ,7RPRMTCEPLLINIS,Repair & Mtce - Plate Linish  ,EA,1,0,1
70,JAVN1320,254745,.,2025-12-10 00:00:00,1,1,2025-12-18 00:00:00, ,7RPRMTCEPROP,Repair & Maint Property  ,EA,1,0,1
70,JAVN1320,254746,.,2025-12-10 00:00:00,1,1,2025-12-18 00:00:00, ,7RPRMTCEPROP,Repair & Maint Property  ,EA,1,0,1
70,JAVN1365,249249,Blanket,2025-01-29 00:00:00,1,1,2025-12-31 00:00:00, ,7CLEANINGMFG,CLEANING MANUFACTURING  ,EA,12,11,1
70,JAVN1365,249249,Blanket,2025-01-29 00:00:00,2,1,2025-12-31 00:00:00, ,7CLEANINGGA,Cleaning G&A  ,EA,12,11,1
70,JAVN1365,249249,Blanket,2025-01-29 00:00:00,3,1,2025-12-31 00:00:00, ,7CLEANINGMFG,CLEANING MANUFACTURING  ,EA,12,11,1
70,JAVN1365,249249,Blanket,2025-01-29 00:00:00,4,1,2025-12-31 00:00:00, ,7CLEANINGMFG,CLEANING MANUFACTURING  ,EA,12,11,1
70,JAVN1365,249249,Blanket,2025-01-29 00:00:00,5,1,2025-12-31 00:00:00, ,7CLEANINGMFG,CLEANING MANUFACTURING  ,EA,12,11,1
70,JAVN1365,249249,Blanket,2025-01-29 00:00:00,6,1,2025-12-31 00:00:00, ,7CLEANINGMFG,CLEANING MANUFACTURING  ,EA,12,11,1
70,JAVN1365,249249,Blanket,2025-01-29 00:00:00,7,1,2025-12-31 00:00:00, ,7CLEANINGMFG,CLEANING MANUFACTURING  ,EA,12,11,1
70,JAVN1365,249249,Blanket,2025-01-29 00:00:00,8,1,2025-12-31 00:00:00, ,7CLEANINGMFG,CLEANING MANUFACTURING  ,EA,12,11,1
70,JAVN1365,249249,Blanket,2025-01-29 00:00:00,9,1,2025-12-31 00:00:00, ,7CLEANINGMFG,CLEANING MANUFACTURING  ,EA,12,11,1
70,JAVN1365,249249,Blanket,2025-01-29 00:00:00,11,1,2025-12-31 00:00:00, ,7CLEANINGMFG,CLEANING MANUFACTURING  ,EA,5,4,1
70,JAVN1365,249249,Blanket,2025-01-29 00:00:00,12,1,2025-12-31 00:00:00, ,7CLEANINGMFG,CLEANING MANUFACTURING  ,EA,3,2,1
70,JAVN1367,254826,.,2025-12-14 00:00:00,1,1,2026-02-01 00:00:00,NT,JTSHREADER,J-TECH RESIN SHREADER N0024,EA,20000,0,20000
70,JAVN1373,254269,.,2025-11-13 00:00:00,1,1,2025-12-12 00:00:00,NF,EYENUTM36RH,M36 X 4.00P GRADE 8 EYE NUT RH  ,EA,300,0,300
70,JAVN1375,254684,.,2025-12-07 00:00:00,1,1,2026-01-01 00:00:00,NT,CPE~MIMR32B,Resin Tube Adaptor R32 Drg HR0024 Rev 0,EA,2000,0,2000
70,JAVN1375,254685,.,2025-12-07 00:00:00,1,1,2025-12-07 00:00:00,NT,CPE~MIMR32B,Resin Tube Adaptor R32 Drg HR0024 Rev 0,EA,2000,0,2000
70,JAVN1377,253851,.,2025-10-23 00:00:00,1,1,2025-10-31 00:00:00, ,7FIRSTAID,First Aid Supplies  ,EA,1,0,1
70,JAVN1377,253851,.,2025-10-23 00:00:00,2,1,2025-10-31 00:00:00, ,7FIRSTAID,First Aid Supplies  ,EA,1,0,1
70,JAVN1377,253851,.,2025-10-23 00:00:00,3,1,2025-10-31 00:00:00, ,7FRTIN,Freight In  ,EA,1,0,1
70,JAVN1378,253832,.,2025-10-22 00:00:00,1,1,2025-12-01 00:00:00,NT,JRBNUT65,THREAD BAR NUT REID M25 RHT 10MM PITCH N0100 Rev 0,EA,2000,0,2000
70,JAVN1378,254103,.,2025-11-05 00:00:00,2,1,2026-01-01 00:00:00,NT,M20COUPLERG,J-TECH COUPLER 20MM - GALVANISED 50 UNITS PER PACK,EA,1000,0,1000
70,JAVN1378,254682,.,2025-12-07 00:00:00,1,1,2026-02-01 00:00:00,NT,JFG25INSERT,Steel Insert 25mm  ,EA,20000,0,20000
70,JAVN1378,254682,.,2025-12-07 00:00:00,2,1,2026-02-01 00:00:00,NT,CRIMP25,Alloy Crimp Ring to suit 25mm  ,EA,20000,0,20000
70,JAVN1397,253747,.,2025-10-17 00:00:00,1,1,2025-12-01 00:00:00, ,7ABSORBANT,Oil Absorbant  ,EA,30,0,30
70,JAVN1397,254096,S,2025-11-04 00:00:00,1,1,2025-12-01 00:00:00, ,7ABSORBANT,Oil Absorbant  ,EA,30,0,30
70,JAVN1397,254097,S,2025-11-04 00:00:00,1,1,2026-01-01 00:00:00, ,7ABSORBANT,Oil Absorbant  ,EA,60,0,60
70,JAVN1397,254098,S,2025-11-04 00:00:00,1,1,2026-02-01 00:00:00, ,7ABSORBANT,Oil Absorbant  ,EA,30,0,30
70,JAVN1397,254726,S,2025-12-09 00:00:00,1,1,2026-01-01 00:00:00, ,7ABSORBANT,Oil Absorbant  ,EA,60,0,60
70,JAVN1397,254727,S,2025-12-09 00:00:00,1,1,2026-02-01 00:00:00, ,7ABSORBANT,Oil Absorbant  ,EA,60,0,60
70,JAVN1397,254728,S,2025-12-09 00:00:00,1,1,2026-03-01 00:00:00, ,7ABSORBANT,Oil Absorbant  ,EA,60,0,60
70,JAVN1422,253677,.,2025-10-14 00:00:00,1,1,2025-12-01 00:00:00,NT,HIPSTEELSPP,PLASTIC PLATE 300MM SQUARE 51MM HOLE STEEL INSERT 500 UNITS PER PALLET,EA,10000,0,10000
70,JAVN1422,253679,.,2025-10-14 00:00:00,1,1,2025-12-01 00:00:00,NT,JFAISOWASHER,Fast Anchor Isolation Washer CIV0096 Rev 0  ,EA,10000,0,10000
70,JAVN1422,254108,.,2025-11-05 00:00:00,2,1,2026-01-01 00:00:00,NT,HIPSTEELSPP2042,200 x 200mm Squ Plastic plate with 42mm Hole steel insert  ,EA,15000,0,15000
70,JAVN1422,254188,.,2025-11-10 00:00:00,2,1,2026-01-01 00:00:00,NT,JHBISOWASH,LOW PROFILE BOLT ISOLATION WASHER  ,EA,2000,0,2000
70,JAVN1422,254473,.,2025-11-26 00:00:00,1,1,2026-01-01 00:00:00,NT,JFAISOWASHER,Fast Anchor Isolation Washer CIV0096 Rev 0  ,EA,10000,0,10000
70,JAVN1422,254665,.,2025-12-07 00:00:00,1,1,2026-02-01 00:00:00,NT,HIPSTEELSPP2042,200 x 200mm Squ Plastic plate with 42mm Hole steel insert  ,EA,10000,0,10000
70,JAVN1422,254665,.,2025-12-07 00:00:00,2,1,2026-02-01 00:00:00,NT,HIPSTEELSPP2051,200x200 mm Plastic inserted plate 51mm Hle to suit 32mm Dwl Drg CU0082,EA,5000,0,5000
70,JAVN1422,254665,.,2025-12-07 00:00:00,3,1,2026-02-01 00:00:00,NT,HIPSTEELSPP42,PLASTIC PLATE 300MM SQUARE 42MM HOLE STEEL INSERT 500 UNITS PER PALLET CU0083,EA,10000,0,10000
70,JAVN1422,254665,.,2025-12-07 00:00:00,4,1,2026-02-01 00:00:00,NT,JHBISOWASH,LOW PROFILE BOLT ISOLATION WASHER  ,EA,5000,0,5000
70,JAVN1422,254665,.,2025-12-07 00:00:00,5,1,2026-02-01 00:00:00,NT,JHISPPLMG,PLASTIC PLATE SQUARE 230MMX230MM 33MM HOLE MAGNET 500 PLATES PER PALLET,EA,5000,0,5000
