Company Code,Warehouse,Warehouse Desc,Product Group Desc,Part Code,Part Description,Minimum Level,Maximum Level,IC Status Code,UOM,IC Quantity,IC Qty Picked,IC Qty In Despatch,IC Qty Reserved,IC Qty Awaiting Confirm Out,IC Unconfirmed Qty,IC Qty Available
3,M1,M1 - ASW Perth,Smooth Rod Raw Materials,SCBW4X2.3M,S&C Brt Wire 4.0x2395mm 500KgsSCBW4.0-2395-500Kgs,0,0,QOH,EA,9,0,8,0,0,8,1
3,M1,M1 - ASW Perth,Smooth Rod Raw Materials,SCBW4X6.0M,S&C Brt Wire 4.0x6000mm 500kgsSCBW4.0-6000-500Kgs,0,0,QOH,EA,0,0,0,0,0,0,0
3,M1,M1 - ASW Perth,Smooth Rod Raw Materials,SCBW4X6M,S&C Brt Wire 10x6000mm 500kgsSCBW10-6000-500kgs,0,0,QOH,EA,0,0,0,0,0,0,0
3,M1,M1 - ASW Perth,Smooth Rod Raw Materials,SCBW5.6X2.3MK50,S&C Brt Wire 5.6x2395mm 500kgsSCBW5.6-2395-500Kgs,0,0,QOH,EA,0,0,0,0,0,0,0
3,M1,M1 - ASW Perth,Smooth Rod Raw Materials,SCBW5.6X2.41M,S&C Brt Wire 5.6x2410mm 500KgsSCBW5.6-2410-500Kgs,0,0,QOH,EA,0,0,0,0,0,0,0
3,M1,M1 - ASW Perth,Smooth Rod Raw Materials,SCBW5X2.3M,S&C Brt Wire 5.0x2395mm 500KgsSCBW5.0-2395-500Kgs,0,0,QOH,EA,0,0,0,0,0,0,0
3,M1,M1 - ASW Perth,Smooth Rod Raw Materials,SCBW5X2.41M,S&C Brt Wire 5.0x2410mm 500kgsSCBW5.0-2410-500kgs,0,0,QOH,EA,0,0,0,0,0,0,0
3,M1,M1 - ASW Perth,Smooth Rod Raw Materials,SCBW5X6M,S&C Brt Wire 5.0x6000mm 500KgsSCBW6.0-6000-500Kgs,0,0,QOH,EA,2,0,1,0,0,1,1
3,M1,M1 - ASW Perth,Smooth Rod Raw Materials,SCBW6.3X2.3M,S&C Brt Wire 6.3x2395mm 500kgsSCBW6.3-2395-500Kgs,0,0,QOH,EA,0,0,0,0,0,0,0
3,M1,M1 - ASW Perth,Smooth Rod Raw Materials,SCBW6.3X2.42M,S&C Brt Wire 6.3x2420mm 500KgsSCBW6.3-2420-500Kgs,0,0,QOH,EA,0,0,0,0,0,0,0
3,M1,M1 - ASW Perth,Smooth Rod Raw Materials,SCBW6.3X6M,S&C Brt Wire 6.3x6000mm 500kgsSCBW6.3-6000-500kgs,0,0,QOH,EA,4,0,4,0,0,4,0
3,M1,M1 - ASW Perth,Smooth Rod Raw Materials,SCBW6X6M,S&C Brt Wire 6.0x6000mm 500KgsSCBW6.0-6000-500Kgs,0,0,QOH,EA,0,0,0,0,0,0,0
3,M1,M1 - ASW Perth,Smooth Rod Raw Materials,SCBW8X2.6,S&C Brt Wire 8X2600mm 500KgsSCBW8-2600-500Kgs,0,0,QOH,EA,0,0,0,0,0,0,0
3,M1,M1 - ASW Perth,Smooth Rod Raw Materials,SCBW8X6.0,S&C Brt Wire 8x6000mm 500kgsSCBW8-6000-500Kgs,0,0,QOH,EA,0,0,0,0,0,0,0
3,M1,M1 - ASW Perth,Smooth Rod Raw Materials,SCRW6X1.8M,S&C Rib Wire 6.0x1800mm 500kgsSCN6.0-1800-500kgs,0,0,QOH,EA,0,0,0,0,0,0,0
3,M1,M1 - ASW Perth,Smooth Rod Raw Materials,SCRW6X6M,S&C Rib Wire 6.0x6000mm 500kgsSCN6.0-6000-500kgs,0,0,QOH,EA,0,0,0,0,0,0,0
3,M1,M1 - ASW Perth,Smooth Rod Raw Materials,SCRW6X7.2M,S&C Rib Wire 6.0x7200mm 500kgsSCN6.0-7200-500kgs,0,0,QOH,EA,0,0,0,0,0,0,0
3,M1,M1 - ASW Perth,Smooth Rod Raw Materials,SCW1.25X300G,S&C Galv 1.25mmx300mmx2.85kgSCGW1.25-300-2.85Kg,0,0,QOH,EA,348,0,0,0,0,0,348
3,M1,M1 - ASW Perth,Smooth Rod Raw Materials,SCW1.25X400G,S & C Galv 1.25mmX400mmX3.8KgSCGW1.25-400-3.8Kg,0,0,QOH,EA,0,0,0,0,0,0,0
3,M1,M1 - ASW Perth,Smooth Rod Raw Materials,SCW10X3.5M,S&C Wire 10mmx3500mmSCBW10-3500,0,0,QOH,EA,0,0,0,0,0,0,0
3,M1,M1 - ASW Perth,Smooth Rod Raw Materials,SCW6.3X1MG,S&C Galv Wire 6.3x1000mmSCGW6.3-1000,0,0,QOH,EA,40000,0,20000,0,0,20000,20000
3,M1,M1 - ASW Perth,Smooth Rod Raw Materials,SCW6.3X6MG,S&C Gal Wire 6.3x6000mm 500kgsSCGW6.3-6000-500kgs,0,0,QOH,EA,0,0,0,0,0,0,0
3,M1,M1 - ASW Perth,Smooth Rod Raw Materials,SCW6.3X6MP500G,S&C Galv Wire 6.3x6000mm 500PcSCGW6.3-6000-500Pcs,0,0,QOH,EA,0,0,0,0,0,0,0
3,M1,M1 - ASW Perth,Smooth Rod Raw Materials,SCW8X6M,S&C Wire 8.0X6000mm 500 KgSCBW8.0-6000-500Kg,0,0,QOH,EA,0,0,0,0,0,0,0
3,M1,M1 - ASW Perth,Steel Mesh,ACCCRIMP001,Crimping Pliers - Type 001ACCCRIMP001-CRIMPPLIERS,0,0,QOH,EA,0,0,0,0,0,0,0
3,M1,M1 - ASW Perth,Steel Mesh,ACCFPLIER001,Fence Pliers Type 001ACCFPLIER001-FENCEPLIER,0,0,QOH,EA,0,0,0,0,0,0,0
3,M1,M1 - ASW Perth,Steel Mesh,ACCJCLAMP005,Joint Clamp 5mmACCJCLAMP005-JOINTCLAMP,0,0,QOH,EA,0,0,0,0,0,0,0
3,M1,M1 - ASW Perth,Steel Mesh,ACCJCLAMP006,Joint Clamp 6mmACCJCLAMP006-JOINTCLAMP,0,0,QOH,EA,0,0,0,0,0,0,0
3,M1,M1 - ASW Perth,Steel Mesh,ACCJCLAMP008,Joint Clamp 8mmACCJCLAMP008-JOINTCLAMP,0,0,QOH,EA,0,0,0,0,0,0,0
3,M1,M1 - ASW Perth,Steel Mesh,ACCJCLAMP100,Joint Clamp Bolt Type100ACCJCLAMP100-JOINTCLAMP,0,0,QOH,EA,0,0,0,0,0,0,0
3,M1,M1 - ASW Perth,Steel Mesh,ACCPCAP001,Y Post Caps - YellowACCPCAP001,0,0,QOH,EA,0,0,0,0,0,0,0
3,M1,M1 - ASW Perth,Steel Mesh,ACCPDRIVE1,Post Driver Type 001ACCPDRIVE-001,0,0,QOH,EA,0,0,0,0,0,0,0
3,M1,M1 - ASW Perth,Steel Mesh,ACCPDRIVE2,Post Driver Type 002ACCPDRIVE002-POSTDRIVER,0,0,QOH,EA,0,0,0,0,0,0,0
3,M1,M1 - ASW Perth,Steel Mesh,ACCRAT001,Ratchet Strainer 001ACCRAT001,0,0,QOH,EA,0,0,0,0,0,0,0
3,M1,M1 - ASW Perth,Steel Mesh,ACCSTAPLEGUN001,Staple Gun 001ACCSTAPLEGUN001,0,0,QOH,EA,0,0,0,0,0,0,0
3,M1,M1 - ASW Perth,Steel Mesh,ACCSTRAIN1CHN,Chain Strainer - Type 001ACCSTRAIN001-CHAIN,0,0,QOH,EA,0,0,0,0,0,0,0
3,M1,M1 - ASW Perth,Steel Mesh,ACCTENS1HAND,Tensioning Handle Type 001ACCTENS001-TENSIONHANDLE,0,0,QOH,EA,0,0,0,0,0,0,0
3,M1,M1 - ASW Perth,Steel Mesh,ACCWTWIST001,Wire Twisting Tool 001ACCWTWIST001,0,0,QOH,EA,0,0,0,0,0,0,0
3,M1,M1 - ASW Perth,Steel Mesh,BDBOT8723.280,BDBOT-8723/280-8774X2274XN12BDBOT-8723/280,0,0,QOH,EA,229,0,0,0,0,0,229
3,M1,M1 - ASW Perth,Steel Mesh,BDBOT8724.230,BDBOT-8724/230-8734X2354XN10BDBOT-8724/230,0,0,QOH,EA,225,0,0,0,0,0,225
3,M1,M1 - ASW Perth,Steel Mesh,BDBOT8923.340,BDBOT-8923/340-8934X2334XN12BDBOT-8923/340,0,0,QOH,EA,0,0,0,0,0,0,0
3,M1,M1 - ASW Perth,Steel Mesh,BDBOT9323.390,BDBOT-9323/390-9364X2364XN12BDBOT-9323/390,0,0,QOH,EA,0,0,0,0,0,0,0
3,M1,M1 - ASW Perth,Steel Mesh,BDTOP8723.280,BDTOP-8723/280-8794X2294XN8BDTOP-8723/280,0,0,QOH,EA,180,0,0,0,0,0,180
3,M1,M1 - ASW Perth,Steel Mesh,BDTOP8724.230,BDTOP-8724/230-8744X2364XN8BDTOP-8724/230,0,0,QOH,EA,420,0,0,0,0,0,420
3,M1,M1 - ASW Perth,Steel Mesh,BDTOP8923.340,BDTOP-8923/340-8944X2344XN10BDTOP-8923/340,0,0,QOH,EA,0,0,0,0,0,0,0
3,M1,M1 - ASW Perth,Steel Mesh,BDTOP9323.390,BDTOP-9323/390-9374x2374xN12BDTOP-9323/390,0,0,QOH,EA,0,0,0,0,0,0,0
3,M1,M1 - ASW Perth,Steel Mesh,CCP30241010056G,100x100x3000x2400x5.6 Ind MeshP IMG5H-44-3024_JEN,0,0,QOH,EA,430,0,250,0,0,250,180
3,M1,M1 - ASW Perth,Steel Mesh,CCP45121010056G,MESH MINE 4.5MX1.2M 100X100 APT 5.6MM WIRE - GAL ,0,0,QOH,EA,0,0,0,0,0,0,0
3,M1,M1 - ASW Perth,Steel Mesh,CCP45171010056G,DNU- see SMF45171010056G ,0,0,QOH,EA,0,0,0,0,0,0,0
3,M1,M1 - ASW Perth,Steel Mesh,CFPCLAMPS12.5,Spider Clamps 12.5mmCFPCLAMPS-12.5,0,0,QOH,EA,0,0,0,0,0,0,0
3,M1,M1 - ASW Perth,Steel Mesh,CFPSCREWSM12X25,Nut&Bolt - M12x25CFPSCREWS-M12x25,0,0,QOH,EA,0,0,0,0,0,0,0
3,M1,M1 - ASW Perth,Steel Mesh,CFPSCREWSM8X25,Anti Theft Nut&Bolt - M8X25CFPSCREWS-M8X25,0,0,QOH,EA,0,0,0,0,0,0,0
3,M1,M1 - ASW Perth,Steel Mesh,CFPSCREWSM8X30,Anti Theft Nut&Bolt - M8x30CFPSCREWS-M8x30,0,0,QOH,EA,0,0,0,0,0,0,0
3,M1,M1 - ASW Perth,Steel Mesh,CGATEBPVC,6x1.8+3B CGates BPVC 1x6mCGATEBPVC600180B3,0,0,QOH,EA,0,0,0,0,0,0,0
3,M1,M1 - ASW Perth,Steel Mesh,CGATEG900180B3,9000x1800+3Barb CGates GalvCGATEG900180B3,0,0,QOH,EA,0,0,0,0,0,0,0
3,M1,M1 - ASW Perth,Steel Mesh,CGATESPEC,Spl GateCGATE Special,0,0,QOH,EA,0,0,0,0,0,0,0
